"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"0331 Heby","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0331 Heby","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0331 Heby","slutanv. flerbostadshus","fjärrvärme",4336,15080,13323,14415,13821
"0331 Heby","slutanv. flerbostadshus","el",3434,2870,3353,3724,3614
"0331 Heby","slutanv. flerbostadshus","summa förbrukarkategori",7811,17954,16676,18139,17435
"0331 Heby","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0331 Heby","slutanv. fritidshus","el",0,7161,8261,8913,8633
"0331 Heby","slutanv. fritidshus","summa förbrukarkategori",0,7161,8261,8913,8633
"0360 Tierp","slutanv. småhus","flytande (icke förnybara)",720,3783,1877,1265,1109
"0360 Tierp","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. småhus","fast (förnybara)",79216,88643,85899,82711,79446
"0360 Tierp","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. småhus","fjärrvärme",3984,5279,5132,5870,6274
"0360 Tierp","slutanv. småhus","el",69089,69533,61938,69698,64538
"0360 Tierp","slutanv. småhus","summa förbrukarkategori",153009,167238,154847,159544,151367
"0360 Tierp","slutanv. flerbostadshus","flytande (icke förnybara)",56,76,87,52,21
"0360 Tierp","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. flerbostadshus","fjärrvärme",33345,37204,31004,34323,31828
"0360 Tierp","slutanv. flerbostadshus","el",7252,7944,8711,9439,9675
"0360 Tierp","slutanv. flerbostadshus","summa förbrukarkategori",40653,45224,39803,43814,41523
"0360 Tierp","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0360 Tierp","slutanv. fritidshus","el",0,13567,12041,13738,12644
"0360 Tierp","slutanv. fritidshus","summa förbrukarkategori",0,13567,12041,13738,12644
"0380 Uppsala","slutanv. småhus","flytande (icke förnybara)",1754,2450,2058,1406,3219
"0380 Uppsala","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. småhus","fast (förnybara)",107650,87943,85221,82058,78819
"0380 Uppsala","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. småhus","fjärrvärme",..,148436,146483,145751,149597
"0380 Uppsala","slutanv. småhus","el",335046,392151,319087,348824,328796
"0380 Uppsala","slutanv. småhus","summa förbrukarkategori",..,630980,552849,578039,560430
"0380 Uppsala","slutanv. flerbostadshus","flytande (icke förnybara)",403,574,234,145,62
"0380 Uppsala","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. flerbostadshus","fjärrvärme",..,803747,676519,721889,684555
"0380 Uppsala","slutanv. flerbostadshus","el",127187,154142,138695,138121,135731
"0380 Uppsala","slutanv. flerbostadshus","summa förbrukarkategori",..,958462,815448,860156,820348
"0380 Uppsala","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0380 Uppsala","slutanv. fritidshus","el",0,22091,27699,30418,28894
"0380 Uppsala","slutanv. fritidshus","summa förbrukarkategori",0,22091,27699,30418,28894
"0381 Enköping","slutanv. småhus","flytande (icke förnybara)",960,1292,1172,..,..
"0381 Enköping","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. småhus","fast (förnybara)",77542,66782,64715,..,..
"0381 Enköping","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. småhus","fjärrvärme",41939,47980,41036,43833,44030
"0381 Enköping","slutanv. småhus","el",117815,128064,112798,124357,117529
"0381 Enköping","slutanv. småhus","summa förbrukarkategori",238256,244118,219721,231143,222516
"0381 Enköping","slutanv. flerbostadshus","flytande (icke förnybara)",96,95,101,113,100
"0381 Enköping","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. flerbostadshus","fjärrvärme",..,97497,79405,86724,81829
"0381 Enköping","slutanv. flerbostadshus","el",17139,17912,19842,19664,18604
"0381 Enköping","slutanv. flerbostadshus","summa förbrukarkategori",..,115504,99348,106502,100532
"0381 Enköping","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0381 Enköping","slutanv. fritidshus","el",0,17093,14806,17031,15637
"0381 Enköping","slutanv. fritidshus","summa förbrukarkategori",0,17093,14806,17031,15637
"0382 Östhammar","slutanv. småhus","flytande (icke förnybara)",340,780,392,372,300
"0382 Östhammar","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. småhus","fast (förnybara)",74528,66608,64546,62151,59697
"0382 Östhammar","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. småhus","fjärrvärme",..,20,22,19,18
"0382 Östhammar","slutanv. småhus","el",99559,70622,79988,89414,82272
"0382 Östhammar","slutanv. småhus","summa förbrukarkategori",..,138030,144948,151955,142287
"0382 Östhammar","slutanv. flerbostadshus","flytande (icke förnybara)",63,87,0,15,10
"0382 Östhammar","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. flerbostadshus","fjärrvärme",..,14609,13074,13373,12354
"0382 Östhammar","slutanv. flerbostadshus","el",9386,9389,13091,12753,11694
"0382 Östhammar","slutanv. flerbostadshus","summa förbrukarkategori",..,24085,26165,26141,24058
"0382 Östhammar","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0382 Östhammar","slutanv. fritidshus","el",0,28669,26868,30496,27910
"0382 Östhammar","slutanv. fritidshus","summa förbrukarkategori",0,28669,26868,30496,27910
"0428 Vingåker","slutanv. småhus","flytande (icke förnybara)",416,833,1000,840,780
"0428 Vingåker","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. småhus","fast (förnybara)",33436,31556,30579,29444,28282
"0428 Vingåker","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. småhus","fjärrvärme",0,1617,1240,1338,1248
"0428 Vingåker","slutanv. småhus","el",37715,38780,33860,37579,35053
"0428 Vingåker","slutanv. småhus","summa förbrukarkategori",71567,72786,66678,69202,65362
"0428 Vingåker","slutanv. flerbostadshus","flytande (icke förnybara)",31,119,81,113,106
"0428 Vingåker","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. flerbostadshus","fjärrvärme",0,12302,10265,11497,10978
"0428 Vingåker","slutanv. flerbostadshus","el",2486,2986,2994,2909,2944
"0428 Vingåker","slutanv. flerbostadshus","summa förbrukarkategori",2517,15407,13340,14520,14029
"0428 Vingåker","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0428 Vingåker","slutanv. fritidshus","el",0,6500,5627,6381,5876
"0428 Vingåker","slutanv. fritidshus","summa förbrukarkategori",0,6500,5627,6381,5876
"0461 Gnesta","slutanv. småhus","flytande (icke förnybara)",515,939,1091,776,..
"0461 Gnesta","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. småhus","fast (förnybara)",24346,24596,23835,..,..
"0461 Gnesta","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. småhus","fjärrvärme",0,191,170,193,178
"0461 Gnesta","slutanv. småhus","el",34054,23101,20571,23196,21203
"0461 Gnesta","slutanv. småhus","summa förbrukarkategori",58915,48827,45667,..,44378
"0461 Gnesta","slutanv. flerbostadshus","flytande (icke förnybara)",38,230,30,9,37
"0461 Gnesta","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. flerbostadshus","fjärrvärme",0,13828,11263,11950,11649
"0461 Gnesta","slutanv. flerbostadshus","el",2465,3153,3132,3228,3127
"0461 Gnesta","slutanv. flerbostadshus","summa förbrukarkategori",2503,17210,14425,15187,14813
"0461 Gnesta","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0461 Gnesta","slutanv. fritidshus","el",0,2322,2059,2456,2250
"0461 Gnesta","slutanv. fritidshus","summa förbrukarkategori",0,2322,2059,2456,2250
"0480 Nyköping","slutanv. småhus","flytande (icke förnybara)",9638,4471,2239,1987,2251
"0480 Nyköping","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. småhus","fast (förnybara)",69354,63566,61598,..,..
"0480 Nyköping","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. småhus","fjärrvärme",0,0,0,0,0
"0480 Nyköping","slutanv. småhus","el",136180,138385,122570,137697,126085
"0480 Nyköping","slutanv. småhus","summa förbrukarkategori",215173,206421,186408,..,..
"0480 Nyköping","slutanv. flerbostadshus","flytande (icke förnybara)",361,777,792,727,536
"0480 Nyköping","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","fjärrvärme",0,0,0,0,0
"0480 Nyköping","slutanv. flerbostadshus","el",29094,32367,33915,34409,31711
"0480 Nyköping","slutanv. flerbostadshus","summa förbrukarkategori",29455,33144,34707,35136,32248
"0480 Nyköping","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0480 Nyköping","slutanv. fritidshus","el",0,32607,28383,32599,29221
"0480 Nyköping","slutanv. fritidshus","summa förbrukarkategori",0,32607,28383,32599,29221
"0481 Oxelösund","slutanv. småhus","flytande (icke förnybara)",131,301,205,203,172
"0481 Oxelösund","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. småhus","fast (förnybara)",2914,4062,3936,3790,3640
"0481 Oxelösund","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. småhus","fjärrvärme",21947,25352,21600,23429,22972
"0481 Oxelösund","slutanv. småhus","el",30274,28681,24764,25756,25638
"0481 Oxelösund","slutanv. småhus","summa förbrukarkategori",55266,58397,50506,53178,52422
"0481 Oxelösund","slutanv. flerbostadshus","flytande (icke förnybara)",84,10,0,3,8
"0481 Oxelösund","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. flerbostadshus","fjärrvärme",38423,41494,35197,37062,36104
"0481 Oxelösund","slutanv. flerbostadshus","el",6826,6790,6684,6729,6539
"0481 Oxelösund","slutanv. flerbostadshus","summa förbrukarkategori",45333,48295,41881,43794,42651
"0481 Oxelösund","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0481 Oxelösund","slutanv. fritidshus","el",0,4012,3420,3847,3795
"0481 Oxelösund","slutanv. fritidshus","summa förbrukarkategori",0,4012,3420,3847,3795
"0482 Flen","slutanv. småhus","flytande (icke förnybara)",4463,1914,1519,1157,1235
"0482 Flen","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. småhus","fast (förnybara)",42568,39828,38595,37162,35695
"0482 Flen","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. småhus","fjärrvärme",0,2121,6222,10283,9865
"0482 Flen","slutanv. småhus","el",67163,63245,55644,62498,56999
"0482 Flen","slutanv. småhus","summa förbrukarkategori",114194,107107,101980,111100,103794
"0482 Flen","slutanv. flerbostadshus","flytande (icke förnybara)",92,592,494,442,572
"0482 Flen","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. flerbostadshus","fjärrvärme",0,31845,31297,36943,35684
"0482 Flen","slutanv. flerbostadshus","el",8207,8348,8219,9105,8461
"0482 Flen","slutanv. flerbostadshus","summa förbrukarkategori",8299,40785,40010,46490,44717
"0482 Flen","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0482 Flen","slutanv. fritidshus","el",0,15056,12971,15107,13424
"0482 Flen","slutanv. fritidshus","summa förbrukarkategori",0,15056,12971,15107,13424
"0483 Katrineholm","slutanv. småhus","flytande (icke förnybara)",666,1280,1195,..,1126
"0483 Katrineholm","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. småhus","fast (förnybara)",57135,52542,50916,..,47090
"0483 Katrineholm","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. småhus","fjärrvärme",14089,16509,14599,15326,15015
"0483 Katrineholm","slutanv. småhus","el",101987,100285,88160,91857,93831
"0483 Katrineholm","slutanv. småhus","summa förbrukarkategori",173877,170615,154869,157117,157063
"0483 Katrineholm","slutanv. flerbostadshus","flytande (icke förnybara)",869,1019,265,248,180
"0483 Katrineholm","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. flerbostadshus","fjärrvärme",96434,114079,93456,100945,95873
"0483 Katrineholm","slutanv. flerbostadshus","el",19306,19516,17891,19003,17801
"0483 Katrineholm","slutanv. flerbostadshus","summa förbrukarkategori",116610,134614,111613,120195,113854
"0483 Katrineholm","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0483 Katrineholm","slutanv. fritidshus","el",0,12329,10696,11441,12107
"0483 Katrineholm","slutanv. fritidshus","summa förbrukarkategori",0,12329,10696,11441,12107
"0484 Eskilstuna","slutanv. småhus","flytande (icke förnybara)",7991,3313,2107,2313,2240
"0484 Eskilstuna","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. småhus","fast (förnybara)",56296,77068,74683,71911,69072
"0484 Eskilstuna","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. småhus","fjärrvärme",80540,101024,79234,110300,83800
"0484 Eskilstuna","slutanv. småhus","el",187569,184559,174171,180628,169072
"0484 Eskilstuna","slutanv. småhus","summa förbrukarkategori",332395,365964,330194,365152,324184
"0484 Eskilstuna","slutanv. flerbostadshus","flytande (icke förnybara)",488,461,39,72,67
"0484 Eskilstuna","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. flerbostadshus","fjärrvärme",381693,404416,363493,353200,325900
"0484 Eskilstuna","slutanv. flerbostadshus","el",70525,74740,76793,71724,70221
"0484 Eskilstuna","slutanv. flerbostadshus","summa förbrukarkategori",452706,479617,440324,424996,396188
"0484 Eskilstuna","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"0484 Eskilstuna","slutanv. fritidshus","el",0,19258,16857,18436,16704
"0484 Eskilstuna","slutanv. fritidshus","summa förbrukarkategori",0,19258,16857,18436,16704
"0486 Strängnäs","slutanv. småhus","flytande (icke förnybara)",1223,1960,1904,1341,1694
"0486 Strängnäs","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. småhus","fast (förnybara)",44594,47023,45568,43877,42144
"0486 Strängnäs","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. småhus","fjärrvärme",..,12231,21800,24693,23583
"0486 Strängnäs","slutanv. småhus","el",153822,143574,125557,133774,133889
"0486 Strängnäs","slutanv. småhus","summa förbrukarkategori",..,204788,194829,203685,201311
"0486 Strängnäs","slutanv. flerbostadshus","flytande (icke förnybara)",165,540,439,181,3
"0486 Strängnäs","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. flerbostadshus","fjärrvärme",..,73315,65300,64018,70640
"0486 Strängnäs","slutanv. flerbostadshus","el",20091,20294,104204,107106,73207
"0486 Strängnäs","slutanv. flerbostadshus","summa förbrukarkategori",..,94150,169943,171305,143850
"0486 Strängnäs","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"0486 Strängnäs","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
