"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"1472 Tibro","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. flerbostadshus","fjärrvärme",0,0,0,0,0
"1472 Tibro","slutanv. flerbostadshus","el",5206,4867,4730,5609,4391
"1472 Tibro","slutanv. flerbostadshus","summa förbrukarkategori",5243,4873,4730,5609,4391
"1472 Tibro","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1472 Tibro","slutanv. fritidshus","el",0,3753,2871,3354,3047
"1472 Tibro","slutanv. fritidshus","summa förbrukarkategori",0,3753,2871,3354,3047
"1473 Töreboda","slutanv. småhus","flytande (icke förnybara)",728,1172,706,..,..
"1473 Töreboda","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. småhus","fast (förnybara)",34659,31430,30457,..,..
"1473 Töreboda","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. småhus","fjärrvärme",0,552,0,0,0
"1473 Töreboda","slutanv. småhus","el",82244,39707,32583,33849,33813
"1473 Töreboda","slutanv. småhus","summa förbrukarkategori",117631,72861,63746,63381,62387
"1473 Töreboda","slutanv. flerbostadshus","flytande (icke förnybara)",1784,454,220,138,80
"1473 Töreboda","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","fjärrvärme",0,10336,0,0,0
"1473 Töreboda","slutanv. flerbostadshus","el",22911,3521,4336,4301,4255
"1473 Töreboda","slutanv. flerbostadshus","summa förbrukarkategori",24695,14312,4556,4439,4335
"1473 Töreboda","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"1473 Töreboda","slutanv. fritidshus","el",0,3083,2051,2254,2213
"1473 Töreboda","slutanv. fritidshus","summa förbrukarkategori",0,3083,2051,2254,2213
"1480 Göteborg","slutanv. småhus","flytande (icke förnybara)",9756,10036,10686,..,..
"1480 Göteborg","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. småhus","fast (förnybara)",50541,61840,59927,..,..
"1480 Göteborg","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. småhus","fjärrvärme",11991,187173,154674,161535,161195
"1480 Göteborg","slutanv. småhus","el",778990,795688,722421,684967,715912
"1480 Göteborg","slutanv. småhus","summa förbrukarkategori",851278,1054738,947707,910463,938574
"1480 Göteborg","slutanv. flerbostadshus","flytande (icke förnybara)",5030,3736,3048,8591,2659
"1480 Göteborg","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. flerbostadshus","fjärrvärme",75203,2269674,1911755,1955496,2025905
"1480 Göteborg","slutanv. flerbostadshus","el",434339,474096,502470,447248,452828
"1480 Göteborg","slutanv. flerbostadshus","summa förbrukarkategori",514572,2747506,2417273,2411335,2481392
"1480 Göteborg","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"1480 Göteborg","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
